State,Year,Crime Type,Value
daman & diu,2020,No. of Rape cases,243
delhi ut,2020,No. of Rape cases,2
lakshadweep,2020,No. of Rape cases,3
puducherry,2020,No. of Rape cases,8
andhra pradesh,2021,No. of Rape cases,1188
arunachal pradesh,2021,No. of Rape cases,83
assam,2021,No. of Rape cases,1733
bihar,2021,No. of Rape cases,786
chhattisgarh,2021,No. of Rape cases,1093
goa,2021,No. of Rape cases,72
gujarat,2021,No. of Rape cases,589
haryana,2021,No. of Rape cases,1716
himachal pradesh,2021,No. of Rape cases,358
jammu & kashmir,2021,No. of Rape cases,1425
jharkhand,2021,No. of Rape cases,555
karnataka,2021,No. of Rape cases,771
kerala,2021,No. of Rape cases,2947
madhya pradesh,2021,No. of Rape cases,2496
maharashtra,2021,No. of Rape cases,26
manipur,2021,No. of Rape cases,75
meghalaya,2021,No. of Rape cases,26
mizoram,2021,No. of Rape cases,4
nagaland,2021,No. of Rape cases,1456
odisha,2021,No. of Rape cases,464
punjab,2021,No. of Rape cases,6337
rajasthan,2021,No. of Rape cases,8
sikkim,2021,No. of Rape cases,422
tamil nadu,2021,No. of Rape cases,823
telangana,2021,No. of Rape cases,61
tripura,2021,No. of Rape cases,2845
uttar pradesh,2021,No. of Rape cases,534
uttarakhand,2021,No. of Rape cases,1123
west bengal,2021,No. of Rape cases,15
a & n islands,2021,No. of Rape cases,74
chandigarh,2021,No. of Rape cases,3
d&n haveli,2021,No. of Rape cases,1250
daman & diu,2021,No. of Rape cases,315
delhi ut,2021,No. of Rape cases,2
lakshadweep,2021,No. of Rape cases,0
puducherry,2021,No. of Rape cases,2
andhra pradesh,2001,Kidnap And Assault,765
arunachal pradesh,2001,Kidnap And Assault,55
assam,2001,Kidnap And Assault,1070
bihar,2001,Kidnap And Assault,518
chhattisgarh,2001,Kidnap And Assault,171
goa,2001,Kidnap And Assault,6
gujarat,2001,Kidnap And Assault,857
haryana,2001,Kidnap And Assault,297
himachal pradesh,2001,Kidnap And Assault,105
jammu & kashmir,2001,Kidnap And Assault,504
jharkhand,2001,Kidnap And Assault,279
karnataka,2001,Kidnap And Assault,271
kerala,2001,Kidnap And Assault,97
madhya pradesh,2001,Kidnap And Assault,668
maharashtra,2001,Kidnap And Assault,611
manipur,2001,Kidnap And Assault,62
meghalaya,2001,Kidnap And Assault,11
mizoram,2001,Kidnap And Assault,1
nagaland,2001,Kidnap And Assault,6
odisha,2001,Kidnap And Assault,434
punjab,2001,Kidnap And Assault,324
rajasthan,2001,Kidnap And Assault,2165
sikkim,2001,Kidnap And Assault,2
tamil nadu,2001,Kidnap And Assault,607
tripura,2001,Kidnap And Assault,35
uttar pradesh,2001,Kidnap And Assault,2879
uttarakhand,2001,Kidnap And Assault,126
west bengal,2001,Kidnap And Assault,695
a & n islands,2001,Kidnap And Assault,2
chandigarh,2001,Kidnap And Assault,50
d & n haveli,2001,Kidnap And Assault,2
daman & diu,2001,Kidnap And Assault,3
lakshadweep,2001,Kidnap And Assault,0
puducherry,2001,Kidnap And Assault,3
andhra pradesh,2002,Kidnap And Assault,854
arunachal pradesh,2002,Kidnap And Assault,38
assam,2002,Kidnap And Assault,1276
bihar,2002,Kidnap And Assault,744
chhattisgarh,2002,Kidnap And Assault,154
goa,2002,Kidnap And Assault,5
gujarat,2002,Kidnap And Assault,807
haryana,2002,Kidnap And Assault,290
himachal pradesh,2002,Kidnap And Assault,116
jammu & kashmir,2002,Kidnap And Assault,596
jharkhand,2002,Kidnap And Assault,178
karnataka,2002,Kidnap And Assault,300
kerala,2002,Kidnap And Assault,91
madhya pradesh,2002,Kidnap And Assault,639
maharashtra,2002,Kidnap And Assault,650
manipur,2002,Kidnap And Assault,82
meghalaya,2002,Kidnap And Assault,10
mizoram,2002,Kidnap And Assault,2
nagaland,2002,Kidnap And Assault,4
odisha,2002,Kidnap And Assault,432
punjab,2002,Kidnap And Assault,354
rajasthan,2002,Kidnap And Assault,2019
sikkim,2002,Kidnap And Assault,2
tamil nadu,2002,Kidnap And Assault,714
tripura,2002,Kidnap And Assault,48
uttar pradesh,2002,Kidnap And Assault,2298
uttarakhand,2002,Kidnap And Assault,155
west bengal,2002,Kidnap And Assault,694
a & n islands,2002,Kidnap And Assault,1
chandigarh,2002,Kidnap And Assault,47
d & n haveli,2002,Kidnap And Assault,5
daman & diu,2002,Kidnap And Assault,2
lakshadweep,2002,Kidnap And Assault,0
puducherry,2002,Kidnap And Assault,6
andhra pradesh,2003,Kidnap And Assault,931
arunachal pradesh,2003,Kidnap And Assault,51
assam,2003,Kidnap And Assault,1351
bihar,2003,Kidnap And Assault,674
chhattisgarh,2003,Kidnap And Assault,149
goa,2003,Kidnap And Assault,13
gujarat,2003,Kidnap And Assault,859
haryana,2003,Kidnap And Assault,271
himachal pradesh,2003,Kidnap And Assault,96
jammu & kashmir,2003,Kidnap And Assault,615
jharkhand,2003,Kidnap And Assault,262
karnataka,2003,Kidnap And Assault,244
kerala,2003,Kidnap And Assault,102
madhya pradesh,2003,Kidnap And Assault,608
maharashtra,2003,Kidnap And Assault,626
manipur,2003,Kidnap And Assault,71
meghalaya,2003,Kidnap And Assault,10
mizoram,2003,Kidnap And Assault,2
nagaland,2003,Kidnap And Assault,3
odisha,2003,Kidnap And Assault,373
punjab,2003,Kidnap And Assault,295
rajasthan,2003,Kidnap And Assault,1750
sikkim,2003,Kidnap And Assault,0
tamil nadu,2003,Kidnap And Assault,632
tripura,2003,Kidnap And Assault,29
uttar pradesh,2003,Kidnap And Assault,1499
uttarakhand,2003,Kidnap And Assault,134
west bengal,2003,Kidnap And Assault,801
a & n islands,2003,Kidnap And Assault,2
chandigarh,2003,Kidnap And Assault,28
d & n haveli,2003,Kidnap And Assault,4
daman & diu,2003,Kidnap And Assault,1
lakshadweep,2003,Kidnap And Assault,0
puducherry,2003,Kidnap And Assault,13
andhra pradesh,2004,Kidnap And Assault,1030
arunachal pradesh,2004,Kidnap And Assault,41
assam,2004,Kidnap And Assault,1552
bihar,2004,Kidnap And Assault,997
chhattisgarh,2004,Kidnap And Assault,174
goa,2004,Kidnap And Assault,10
gujarat,2004,Kidnap And Assault,905
haryana,2004,Kidnap And Assault,292
himachal pradesh,2004,Kidnap And Assault,99
jammu & kashmir,2004,Kidnap And Assault,632
jharkhand,2004,Kidnap And Assault,178
karnataka,2004,Kidnap And Assault,286
kerala,2004,Kidnap And Assault,142
madhya pradesh,2004,Kidnap And Assault,584
maharashtra,2004,Kidnap And Assault,787
manipur,2004,Kidnap And Assault,71
meghalaya,2004,Kidnap And Assault,18
mizoram,2004,Kidnap And Assault,0
nagaland,2004,Kidnap And Assault,4
odisha,2004,Kidnap And Assault,423
punjab,2004,Kidnap And Assault,311
rajasthan,2004,Kidnap And Assault,1881
sikkim,2004,Kidnap And Assault,4
tamil nadu,2004,Kidnap And Assault,692
tripura,2004,Kidnap And Assault,54
uttar pradesh,2004,Kidnap And Assault,2324
uttarakhand,2004,Kidnap And Assault,127
west bengal,2004,Kidnap And Assault,1018
a & n islands,2004,Kidnap And Assault,3
chandigarh,2004,Kidnap And Assault,43
d & n haveli,2004,Kidnap And Assault,7
daman & diu,2004,Kidnap And Assault,0
lakshadweep,2004,Kidnap And Assault,0
puducherry,2004,Kidnap And Assault,8
andhra pradesh,2005,Kidnap And Assault,995
arunachal pradesh,2005,Kidnap And Assault,39
assam,2005,Kidnap And Assault,1456
bihar,2005,Kidnap And Assault,929
chhattisgarh,2005,Kidnap And Assault,184
goa,2005,Kidnap And Assault,12
gujarat,2005,Kidnap And Assault,916
haryana,2005,Kidnap And Assault,344
himachal pradesh,2005,Kidnap And Assault,102
jammu & kashmir,2005,Kidnap And Assault,658
jharkhand,2005,Kidnap And Assault,283
karnataka,2005,Kidnap And Assault,312
kerala,2005,Kidnap And Assault,129
madhya pradesh,2005,Kidnap And Assault,604
maharashtra,2005,Kidnap And Assault,851
manipur,2005,Kidnap And Assault,69
meghalaya,2005,Kidnap And Assault,19
mizoram,2005,Kidnap And Assault,0
nagaland,2005,Kidnap And Assault,9
odisha,2005,Kidnap And Assault,547
punjab,2005,Kidnap And Assault,329
rajasthan,2005,Kidnap And Assault,1549
sikkim,2005,Kidnap And Assault,2
tamil nadu,2005,Kidnap And Assault,783
tripura,2005,Kidnap And Assault,43
uttar pradesh,2005,Kidnap And Assault,2256
uttarakhand,2005,Kidnap And Assault,125
west bengal,2005,Kidnap And Assault,1039
a & n islands,2005,Kidnap And Assault,1
chandigarh,2005,Kidnap And Assault,45
d & n haveli,2005,Kidnap And Assault,9
daman & diu,2005,Kidnap And Assault,2
lakshadweep,2005,Kidnap And Assault,0
puducherry,2005,Kidnap And Assault,3
andhra pradesh,2006,Kidnap And Assault,1329
arunachal pradesh,2006,Kidnap And Assault,51
assam,2006,Kidnap And Assault,1544
bihar,2006,Kidnap And Assault,1084
chhattisgarh,2006,Kidnap And Assault,178
goa,2006,Kidnap And Assault,10
gujarat,2006,Kidnap And Assault,945
haryana,2006,Kidnap And Assault,431
himachal pradesh,2006,Kidnap And Assault,109
jammu & kashmir,2006,Kidnap And Assault,723
jharkhand,2006,Kidnap And Assault,410
karnataka,2006,Kidnap And Assault,328
kerala,2006,Kidnap And Assault,202
madhya pradesh,2006,Kidnap And Assault,617
maharashtra,2006,Kidnap And Assault,921
manipur,2006,Kidnap And Assault,79
meghalaya,2006,Kidnap And Assault,25
mizoram,2006,Kidnap And Assault,1
nagaland,2006,Kidnap And Assault,3
odisha,2006,Kidnap And Assault,577
punjab,2006,Kidnap And Assault,418
rajasthan,2006,Kidnap And Assault,1553
sikkim,2006,Kidnap And Assault,7
tamil nadu,2006,Kidnap And Assault,718
tripura,2006,Kidnap And Assault,62
uttar pradesh,2006,Kidnap And Assault,2551
uttarakhand,2006,Kidnap And Assault,183
west bengal,2006,Kidnap And Assault,1199
a & n islands,2006,Kidnap And Assault,5
chandigarh,2006,Kidnap And Assault,57
d & n haveli,2006,Kidnap And Assault,14
daman & diu,2006,Kidnap And Assault,1
lakshadweep,2006,Kidnap And Assault,0
puducherry,2006,Kidnap And Assault,13
andhra pradesh,2007,Kidnap And Assault,1564
arunachal pradesh,2007,Kidnap And Assault,44
assam,2007,Kidnap And Assault,1471
bihar,2007,Kidnap And Assault,1260
chhattisgarh,2007,Kidnap And Assault,181
goa,2007,Kidnap And Assault,7
gujarat,2007,Kidnap And Assault,1089
haryana,2007,Kidnap And Assault,554
himachal pradesh,2007,Kidnap And Assault,150
jammu & kashmir,2007,Kidnap And Assault,707
jharkhand,2007,Kidnap And Assault,534
karnataka,2007,Kidnap And Assault,390
kerala,2007,Kidnap And Assault,177
madhya pradesh,2007,Kidnap And Assault,701
maharashtra,2007,Kidnap And Assault,967
manipur,2007,Kidnap And Assault,83
meghalaya,2007,Kidnap And Assault,22
mizoram,2007,Kidnap And Assault,0
nagaland,2007,Kidnap And Assault,6
odisha,2007,Kidnap And Assault,660
punjab,2007,Kidnap And Assault,545
rajasthan,2007,Kidnap And Assault,1694
sikkim,2007,Kidnap And Assault,9
tamil nadu,2007,Kidnap And Assault,1097
tripura,2007,Kidnap And Assault,81
uttar pradesh,2007,Kidnap And Assault,3363
uttarakhand,2007,Kidnap And Assault,227
west bengal,2007,Kidnap And Assault,1590
a & n islands,2007,Kidnap And Assault,9
chandigarh,2007,Kidnap And Assault,46
d & n haveli,2007,Kidnap And Assault,6
daman & diu,2007,Kidnap And Assault,1
lakshadweep,2007,Kidnap And Assault,0
puducherry,2007,Kidnap And Assault,14
andhra pradesh,2008,Kidnap And Assault,1396
arunachal pradesh,2008,Kidnap And Assault,47
assam,2008,Kidnap And Assault,1789
bihar,2008,Kidnap And Assault,1789
chhattisgarh,2008,Kidnap And Assault,216
goa,2008,Kidnap And Assault,28
gujarat,2008,Kidnap And Assault,1119
haryana,2008,Kidnap And Assault,644
himachal pradesh,2008,Kidnap And Assault,137
jammu & kashmir,2008,Kidnap And Assault,656
jharkhand,2008,Kidnap And Assault,499
karnataka,2008,Kidnap And Assault,405
kerala,2008,Kidnap And Assault,166
madhya pradesh,2008,Kidnap And Assault,736
maharashtra,2008,Kidnap And Assault,998
manipur,2008,Kidnap And Assault,87
meghalaya,2008,Kidnap And Assault,25
mizoram,2008,Kidnap And Assault,1
nagaland,2008,Kidnap And Assault,7
odisha,2008,Kidnap And Assault,762
punjab,2008,Kidnap And Assault,514
rajasthan,2008,Kidnap And Assault,1863
sikkim,2008,Kidnap And Assault,4
tamil nadu,2008,Kidnap And Assault,1160
tripura,2008,Kidnap And Assault,110
uttar pradesh,2008,Kidnap And Assault,4439
uttarakhand,2008,Kidnap And Assault,222
west bengal,2008,Kidnap And Assault,1907
a & n islands,2008,Kidnap And Assault,13
chandigarh,2008,Kidnap And Assault,42
d & n haveli,2008,Kidnap And Assault,11
daman & diu,2008,Kidnap And Assault,1
lakshadweep,2008,Kidnap And Assault,1
puducherry,2008,Kidnap And Assault,9
andhra pradesh,2009,Kidnap And Assault,1526
arunachal pradesh,2009,Kidnap And Assault,28
assam,2009,Kidnap And Assault,2092
bihar,2009,Kidnap And Assault,1986
chhattisgarh,2009,Kidnap And Assault,229
goa,2009,Kidnap And Assault,22
gujarat,2009,Kidnap And Assault,1162
haryana,2009,Kidnap And Assault,659
himachal pradesh,2009,Kidnap And Assault,122
jammu & kashmir,2009,Kidnap And Assault,825
jharkhand,2009,Kidnap And Assault,517
karnataka,2009,Kidnap And Assault,408
kerala,2009,Kidnap And Assault,173
madhya pradesh,2009,Kidnap And Assault,841
maharashtra,2009,Kidnap And Assault,926
manipur,2009,Kidnap And Assault,97
meghalaya,2009,Kidnap And Assault,26
mizoram,2009,Kidnap And Assault,0
nagaland,2009,Kidnap And Assault,10
odisha,2009,Kidnap And Assault,799
punjab,2009,Kidnap And Assault,513
rajasthan,2009,Kidnap And Assault,2310
sikkim,2009,Kidnap And Assault,6
tamil nadu,2009,Kidnap And Assault,1133
tripura,2009,Kidnap And Assault,92
uttar pradesh,2009,Kidnap And Assault,5078
uttarakhand,2009,Kidnap And Assault,247
west bengal,2009,Kidnap And Assault,2187
a & n islands,2009,Kidnap And Assault,14
chandigarh,2009,Kidnap And Assault,36
d & n haveli,2009,Kidnap And Assault,9
daman & diu,2009,Kidnap And Assault,0
lakshadweep,2009,Kidnap And Assault,0
puducherry,2009,Kidnap And Assault,13
andhra pradesh,2010,Kidnap And Assault,1531
arunachal pradesh,2010,Kidnap And Assault,46
assam,2010,Kidnap And Assault,2767
bihar,2010,Kidnap And Assault,2569
chhattisgarh,2010,Kidnap And Assault,279
goa,2010,Kidnap And Assault,18
gujarat,2010,Kidnap And Assault,1290
haryana,2010,Kidnap And Assault,714
himachal pradesh,2010,Kidnap And Assault,162
jammu & kashmir,2010,Kidnap And Assault,840
jharkhand,2010,Kidnap And Assault,696
karnataka,2010,Kidnap And Assault,586
kerala,2010,Kidnap And Assault,184
madhya pradesh,2010,Kidnap And Assault,1030
maharashtra,2010,Kidnap And Assault,1124
manipur,2010,Kidnap And Assault,107
meghalaya,2010,Kidnap And Assault,37
mizoram,2010,Kidnap And Assault,0
nagaland,2010,Kidnap And Assault,6
odisha,2010,Kidnap And Assault,912
punjab,2010,Kidnap And Assault,576
rajasthan,2010,Kidnap And Assault,2477
sikkim,2010,Kidnap And Assault,6
tamil nadu,2010,Kidnap And Assault,1464
tripura,2010,Kidnap And Assault,91
uttar pradesh,2010,Kidnap And Assault,5468
uttarakhand,2010,Kidnap And Assault,249
west bengal,2010,Kidnap And Assault,2764
a & n islands,2010,Kidnap And Assault,8
chandigarh,2010,Kidnap And Assault,28
d & n haveli,2010,Kidnap And Assault,10
daman & diu,2010,Kidnap And Assault,2
lakshadweep,2010,Kidnap And Assault,0
puducherry,2010,Kidnap And Assault,14
andhra pradesh,2011,Kidnap And Assault,1612
arunachal pradesh,2011,Kidnap And Assault,60
assam,2011,Kidnap And Assault,3192
bihar,2011,Kidnap And Assault,3050
chhattisgarh,2011,Kidnap And Assault,365
goa,2011,Kidnap And Assault,17
gujarat,2011,Kidnap And Assault,1442
haryana,2011,Kidnap And Assault,733
himachal pradesh,2011,Kidnap And Assault,191
jammu & kashmir,2011,Kidnap And Assault,1023
jharkhand,2011,Kidnap And Assault,660
karnataka,2011,Kidnap And Assault,715
kerala,2011,Kidnap And Assault,221
madhya pradesh,2011,Kidnap And Assault,1088
maharashtra,2011,Kidnap And Assault,1252
manipur,2011,Kidnap And Assault,116
meghalaya,2011,Kidnap And Assault,37
mizoram,2011,Kidnap And Assault,0
nagaland,2011,Kidnap And Assault,3
odisha,2011,Kidnap And Assault,1008
punjab,2011,Kidnap And Assault,517
rajasthan,2011,Kidnap And Assault,2713
sikkim,2011,Kidnap And Assault,10
tamil nadu,2011,Kidnap And Assault,1743
telangana,2011,Kidnap And Assault,0
tripura,2011,Kidnap And Assault,116
uttar pradesh,2011,Kidnap And Assault,7525
uttarakhand,2011,Kidnap And Assault,283
west bengal,2011,Kidnap And Assault,3711
a & n islands,2011,Kidnap And Assault,12
chandigarh,2011,Kidnap And Assault,46
d&n haveli,2011,Kidnap And Assault,8
daman & diu,2011,Kidnap And Assault,2
delhi ut,2011,Kidnap And Assault,2085
lakshadweep,2011,Kidnap And Assault,0
puducherry,2011,Kidnap And Assault,9
andhra pradesh,2012,Kidnap And Assault,1403
arunachal pradesh,2012,Kidnap And Assault,58
assam,2012,Kidnap And Assault,3360
bihar,2012,Kidnap And Assault,3789
chhattisgarh,2012,Kidnap And Assault,350
goa,2012,Kidnap And Assault,16
gujarat,2012,Kidnap And Assault,1527
haryana,2012,Kidnap And Assault,900
himachal pradesh,2012,Kidnap And Assault,152
jammu & kashmir,2012,Kidnap And Assault,1041
jharkhand,2012,Kidnap And Assault,786
karnataka,2012,Kidnap And Assault,1070
kerala,2012,Kidnap And Assault,214
madhya pradesh,2012,Kidnap And Assault,1127
maharashtra,2012,Kidnap And Assault,1140
manipur,2012,Kidnap And Assault,133
meghalaya,2012,Kidnap And Assault,24
mizoram,2012,Kidnap And Assault,3
nagaland,2012,Kidnap And Assault,10
odisha,2012,Kidnap And Assault,1364
punjab,2012,Kidnap And Assault,689
rajasthan,2012,Kidnap And Assault,2697
sikkim,2012,Kidnap And Assault,10
tamil nadu,2012,Kidnap And Assault,1693
telangana,2012,Kidnap And Assault,0
tripura,2012,Kidnap And Assault,114
uttar pradesh,2012,Kidnap And Assault,7910
uttarakhand,2012,Kidnap And Assault,256
west bengal,2012,Kidnap And Assault,4168
a & n islands,2012,Kidnap And Assault,7
chandigarh,2012,Kidnap And Assault,66
d&n haveli,2012,Kidnap And Assault,9
daman & diu,2012,Kidnap And Assault,0
delhi ut,2012,Kidnap And Assault,2160
lakshadweep,2012,Kidnap And Assault,0
puducherry,2012,Kidnap And Assault,16
andhra pradesh,2013,Kidnap And Assault,1595
arunachal pradesh,2013,Kidnap And Assault,86
assam,2013,Kidnap And Assault,4222
bihar,2013,Kidnap And Assault,4419
chhattisgarh,2013,Kidnap And Assault,1881
goa,2013,Kidnap And Assault,70
gujarat,2013,Kidnap And Assault,2230
haryana,2013,Kidnap And Assault,1957
himachal pradesh,2013,Kidnap And Assault,290
jammu & kashmir,2013,Kidnap And Assault,949
jharkhand,2013,Kidnap And Assault,926
karnataka,2013,Kidnap And Assault,1359
kerala,2013,Kidnap And Assault,185
madhya pradesh,2013,Kidnap And Assault,2873
maharashtra,2013,Kidnap And Assault,1874
manipur,2013,Kidnap And Assault,125
meghalaya,2013,Kidnap And Assault,33
mizoram,2013,Kidnap And Assault,2
nagaland,2013,Kidnap And Assault,11
odisha,2013,Kidnap And Assault,2067
punjab,2013,Kidnap And Assault,987
rajasthan,2013,Kidnap And Assault,4047
sikkim,2013,Kidnap And Assault,16
tamil nadu,2013,Kidnap And Assault,1516
telangana,2013,Kidnap And Assault,0
tripura,2013,Kidnap And Assault,124
uttar pradesh,2013,Kidnap And Assault,9737
uttarakhand,2013,Kidnap And Assault,633
west bengal,2013,Kidnap And Assault,3830
a & n islands,2013,Kidnap And Assault,12
chandigarh,2013,Kidnap And Assault,174
d&n haveli,2013,Kidnap And Assault,11
daman & diu,2013,Kidnap And Assault,6
delhi ut,2013,Kidnap And Assault,3609
lakshadweep,2013,Kidnap And Assault,0
puducherry,2013,Kidnap And Assault,25
andhra pradesh,2014,Kidnap And Assault,721
arunachal pradesh,2014,Kidnap And Assault,91
assam,2014,Kidnap And Assault,3895
bihar,2014,Kidnap And Assault,4735
chhattisgarh,2014,Kidnap And Assault,1393
goa,2014,Kidnap And Assault,86
gujarat,2014,Kidnap And Assault,2187
haryana,2014,Kidnap And Assault,1922
himachal pradesh,2014,Kidnap And Assault,227
jammu & kashmir,2014,Kidnap And Assault,813
